no,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2007,20.55,19,0,434,0.002834911,No
2008,20.5,19,0,433,0.00282614,No
2009,20.5,19,0,433,0.00282614,No
2010,20.6,18.96333333,0,433.5,0.002838193,No
2011,20.5,19,0,426,0.00282614,No
2012,20.53333333,18.96333333,0,426.3333333,0.002826494,No
2013,20.53333333,18.92666667,0,430,0.002821004,No
2014,20.6,18.945,0,436,0.002835436,No
2015,20.6,19,0,437.5,0.002843706,No
2016,20.5,19,0,433.5,0.00282614,No
2017,20.55,18.945,0,432.5,0.002826667,No
2018,20.55,18.945,0,430,0.002826667,No
2019,20.5,19,0,433,0.00282614,No
2020,20.6,19,0,439,0.002843706,No
2021,20.5,18.89,0,429.5,0.002809704,No
2022,20.55,19,0,431,0.002834911,No
2023,20.6,19,0,433,0.002843706,No
2024,20.55,19,0,434,0.002834911,No
2025,20.55,18.89,0,434.5,0.002818424,No
2026,20.5,18.945,0,435.5,0.002817922,No
2027,20.5,18.84,0,434.5,0.002802233,No
2028,20.5,18.89,0,433.5,0.002809704,No
2029,20.5,19,0,433,0.00282614,No
2030,20.5,19,0,433.5,0.00282614,No
2031,20.5,19,0,434.5,0.00282614,No
2032,20.5,19,0,438,0.00282614,No
2033,20.5,18.945,0,437,0.002817922,No
2034,20.445,18.945,0,435,0.002808329,No
2035,20.5,19,0,434,0.00282614,No
2036,20.5,18.895,0,434.5,0.002810451,No
2037,20.5,18.89,0,431,0.002809704,No
2038,20.5,19,0,433.5,0.00282614,No
2039,20.42666667,18.89,0,431.6666667,0.002796958,No
2040,20.39,18.82333333,0,428.6666667,0.002780711,No
2041,20.39,18.79,0,429.5,0.002775765,No
2042,20.39,18.92666667,0,434.3333333,0.002796045,No
2043,20.39,18.84,0,430,0.002783184,No
2044,20.39,18.7,0,430,0.002762411,No
2045,20.39,18.89,0,424,0.002790604,No
2046,20.39,18.92666667,0,427.3333333,0.002796045,No
2047,20.39,18.82333333,0,430,0.002780711,No
2048,20.39,18.79,0,431,0.002775765,No
2049,20.39,18.79,0,433.5,0.002775765,No
2050,20.445,18.79,0,430,0.00278525,No
2051,20.445,18.79,0,434,0.00278525,No
2052,20.5,18.79,0,434,0.002794763,No
2053,20.5,18.79,0,435.5,0.002794763,No
2054,20.5,18.79,0,436.3333333,0.002794763,No
2055,20.5,18.745,0,434.5,0.00278804,No
2056,20.5,18.745,0,434,0.00278804,No
2057,20.5,18.7,0,434,0.002781317,No
2058,20.5,18.79,0,435,0.002794763,No
2059,20.5,18.79,0,430.5,0.002794763,No
2060,20.5,18.7,0,436,0.002781317,No
2061,20.39,18.66666667,0,431.6666667,0.002757465,No
2062,20.39,18.76,0,428.6666667,0.002771313,No
2063,20.39,18.7675,0,431,0.002772426,No
2064,20.39,18.7225,0,434.5,0.002765749,No
2065,20.39,18.7,0,434.5,0.002762411,No
2066,20.39,18.7,0,429.5,0.002762411,No
2067,20.39,18.745,0,432,0.002769088,No
2068,20.39,18.7,0,435.5,0.002762411,No
2069,20.39,18.6,0,436,0.002747573,No
2070,20.39,18.745,0,430,0.002769088,No
2071,20.39,18.76,0,434,0.002771313,No
2072,20.39,18.745,0,435,0.002769088,No
2073,20.39,18.7,0,434.5,0.002762411,No
2074,20.39,18.7,0,427.5,0.002762411,No
2075,20.39,18.7,0,433.3333333,0.002762411,No
2076,20.5,18.745,0,433,0.00278804,No
2077,20.39,18.7,0,438,0.002762411,No
2078,20.445,18.7,0,434,0.00277185,No
2079,20.46333333,18.73,0,432.6666667,0.002779474,No
2080,20.5,18.7,0,435,0.002781317,No
2081,20.445,18.7,0,433.5,0.00277185,No
2082,20.39,18.6,0,432,0.002747573,No
2083,20.39,18.7,0,434,0.002762411,No
2084,20.39,18.7,0,439,0.002762411,No
2085,20.39,18.7,0,434,0.002762411,No
2086,20.445,18.7,0,430,0.00277185,No
2087,20.445,18.7,0,435,0.00277185,No
2088,20.5,18.7,0,437.5,0.002781317,No
2089,20.5,18.7,0,434,0.002781317,No
2090,20.445,18.7,0,436,0.00277185,No
2091,20.445,18.7,0,432.5,0.00277185,No
2092,20.46333333,18.7,0,429.5,0.002775002,No
2093,20.39,18.7,0,430,0.002762411,No
2094,20.5,18.7,0,436,0.002781317,No
2095,20.5,18.745,0,436.5,0.00278804,No
2096,20.46333333,18.66666667,0,439.3333333,0.002770034,No
2097,20.39,18.6,0,435,0.002747573,No
2098,20.39,18.6,0,432,0.002747573,No
2099,20.39,18.65,0,431,0.002754992,No
2100,20.39,18.7,0,425.5,0.002762411,No
2101,20.39,18.7,0,429,0.002762411,No
2102,20.39,18.7,0,431.5,0.002762411,No
2103,20.39,18.6,0,435,0.002747573,No
2104,20.39,18.7,0,428,0.002762411,No
2105,20.39,18.7,0,431.5,0.002762411,No
2106,20.39,18.7,0,432.5,0.002762411,No
2107,20.445,18.7,0,434.5,0.00277185,No
2108,20.39,18.7,0,429,0.002762411,No
2109,20.39,18.66666667,0,428.6666667,0.002757465,No
2110,20.39,18.7,0,432,0.002762411,No
2111,20.39,18.7,0,430,0.002762411,No
2112,20.39,18.7,0,431,0.002762411,No
2113,20.445,18.6,0,431.5,0.002756961,No
2114,20.39,18.7,0,433,0.002762411,No
2115,20.39,18.7,0,437.5,0.002762411,No
2116,20.39,18.7,0,434,0.002762411,No
2117,20.39,18.7,0,432,0.002762411,No
2118,20.39,18.65,0,433,0.002754992,No
2119,20.39,18.7,0,425.5,0.002762411,No
2120,20.39,18.7,0,423,0.002762411,No
2121,20.39,18.66666667,0,430,0.002757465,No
2122,20.39,18.6,0,434,0.002747573,No
2123,20.35666667,18.6,0,428.6666667,0.002741897,No
2124,20.29,18.65,0,427,0.002737949,No
2125,20.34,18.7,0,425.5,0.002753854,No
2126,20.34,18.7,0,433.5,0.002753854,No
2127,20.34,18.7,0,434.5,0.002753854,No
2128,20.39,18.7,0,427,0.002762411,No
2129,20.39,18.65,0,433,0.002754992,No
2130,20.34,18.65,0,433.5,0.002746459,No
2131,20.35666667,18.66666667,0,432.6666667,0.002751768,No
2132,20.39,18.7,0,430,0.002762411,No
2133,20.34,18.7,0,430.5,0.002753854,No
2134,20.39,18.7,0,431,0.002762411,No
2135,20.39,18.65,0,431.3333333,0.002754992,No
2136,20.39,18.7,0,433,0.002762411,No
2137,20.39,18.7,0,432,0.002762411,No
2138,20.39,18.7,0,430,0.002762411,No
2139,20.34,18.7,0,431.5,0.002753854,No
2140,20.39,18.7,0,430.3333333,0.002762411,No
2141,20.39,18.7,0,429,0.002762411,No
2142,20.35666667,18.66666667,0,432.6666667,0.002751768,No
2143,20.34,18.6,0,431.5,0.002739063,No
2144,20.29,18.745,0,428,0.002751957,No
2145,20.29,18.745,0,425.5,0.002751957,No
2146,20.29,18.745,0,430.5,0.002751957,No
2147,20.29,18.79,0,432,0.002758593,No
2148,20.29,18.7,0,433,0.002745321,No
2149,20.29,18.745,0,435.5,0.002751957,No
2150,20.29,18.79,0,431.5,0.002758593,No
2151,20.29,18.7675,0,432.75,0.002755275,No
2152,20.29,18.7,0,437,0.002745321,No
2153,20.29,18.7,0,433.5,0.002745321,No
2154,20.29,18.7,0,434,0.002745321,No
2155,20.245,18.695,0,438.5,0.002736927,No
2156,20.29,18.79,0,436.5,0.002758593,No
2157,20.29,18.79,0,437,0.002758593,No
2158,20.29,18.79,0,436,0.002758593,No
2159,20.29,18.79,0,441,0.002758593,No
2160,20.29,18.79,0,440,0.002758593,No
2161,20.29,18.745,0,437,0.002751957,No
2162,20.29,18.79,0,438.5,0.002758593,No
2163,20.29,18.84,0,433,0.002765966,No
2164,20.245,18.795,0,434,0.002751631,No
2165,20.29,18.76,0,437,0.002754169,No
2166,20.29,18.79,0,435,0.002758593,No
2167,20.29,18.79,0,434,0.002758593,No
2168,20.29,18.79,0,437,0.002758593,No
2169,20.29,18.745,0,434.5,0.002751957,No
2170,20.29,18.745,0,439,0.002751957,No
2171,20.29,18.79,0,433,0.002758593,No
2172,20.29,18.7,0,434,0.002745321,No
2173,20.245,18.745,0,433,0.002744279,No
2174,20.245,18.745,0,432.5,0.002744279,No
2175,20.245,18.745,0,433,0.002744279,No
2176,20.2,18.745,0,433,0.002736619,No
2177,20.245,18.84,0,432,0.002758249,No
2178,20.2,18.79,0,434,0.002743218,No
2179,20.29,18.79,0,433,0.002758593,No
2180,20.245,18.745,0,430.5,0.002744279,No
2181,20.29,18.79,0,433,0.002758593,No
2182,20.29,18.745,0,434,0.002751957,No
2183,20.29,18.84,0,430,0.002765966,No
2184,20.29,18.79,0,431.3333333,0.002758593,No
2185,20.29,18.7,0,439,0.002745321,No
2186,20.29,18.79,0,439,0.002758593,No
2187,20.29,18.73,0,442,0.002749745,No
2188,20.2,18.7,0,432,0.002730021,No
2189,20.23,18.73,0,427.5,0.00273952,No
2190,20.29,18.745,0,433,0.002751957,No
2191,20.29,18.6,0,437,0.002730576,No
2192,20.29,18.7,0,432,0.002745321,No
2193,20.2,18.7,0,426,0.002730021,No
2194,20.29,18.7,0,431,0.002745321,No
2195,20.29,18.7,0,433.3333333,0.002745321,No
2196,20.29,18.675,0,429.25,0.002741635,No
2197,20.26,18.63333333,0,433.3333333,0.002730401,No
2198,20.245,18.65,0,430.5,0.00273031,No
2199,20.29,18.7,0,430,0.002745321,No
2200,20.29,18.7,0,433.5,0.002745321,No
2201,20.29,18.6,0,432.5,0.002730576,No
2202,20.29,18.7,0,432,0.002745321,No
2203,20.29,18.7,0,434,0.002745321,No
2204,20.29,18.6,0,429,0.002730576,No
2205,20.29,18.65,0,438,0.002737949,No
2206,20.29,18.7,0,439,0.002745321,No
2207,20.29,18.7,0,433,0.002745321,No
2208,20.29,18.65,0,433.5,0.002737949,No
2209,20.29,18.6,0,431,0.002730576,No
2210,20.32333333,18.56666667,0,432.6666667,0.002731306,No
2211,20.39,18.6,0,434,0.002747573,No
2212,20.39,18.6,0,434,0.002747573,No
2213,20.39,18.6,0,436.5,0.002747573,No
2214,20.39,18.6,0,432.6666667,0.002747573,No
2215,20.39,18.6,0,429.75,0.002747573,No
2216,20.39,18.5,0,428.5,0.002732736,No
2217,20.39,18.6,0,434,0.002747573,No
2218,20.29,18.6,0,435.5,0.002730576,No
2219,20.29,18.39,0,432,0.002699613,No
2220,20.245,18.6,0,433,0.002722958,No
2221,20.29,18.7,0,434,0.002745321,No
2222,20.29,18.65,0,433.5,0.002737949,No
2223,20.2,18.6,0,432,0.002715358,No
2224,20.2,18.6,0,431,0.002715358,No
2225,20.2,18.6,0,435,0.002715358,No
2226,20.2,18.6,0,438,0.002715358,No
2227,20.2,18.6,0,432,0.002715358,No
2228,20.1,18.6,0,430,0.002698537,No
2229,20.2,18.6,0,428.5,0.002715358,No
2230,20.2,18.6,0,432.6666667,0.002715358,No
2231,20.2,18.6,0,432,0.002715358,No
2232,20.2,18.6,0,430,0.002715358,No
2233,20.2,18.6,0,431.3333333,0.002715358,No
2234,20.2,18.6,0,432.6666667,0.002715358,No
2235,20.2,18.6,0,434,0.002715358,No
2236,20.2,18.6,0,429,0.002715358,No
2237,20.2,18.6,0,429,0.002715358,No
2238,20.2,18.6,0,433,0.002715358,No
2239,20.2,18.6,0,436,0.002715358,No
2240,20.2,18.6,0,440,0.002715358,No
2241,20.2,18.6,0,436,0.002715358,No
2242,20.2,18.6,0,435,0.002715358,No
2243,20.2,18.56666667,0,430,0.002710471,No
2244,20.2,18.6,0,425.5,0.002715358,No
2245,20.2,18.6,0,432,0.002715358,No
2246,20.245,18.6,0,439.5,0.002722958,No
2247,20.29,18.6,0,434,0.002730576,No
2248,20.29,18.5,0,442,0.002715832,No
2249,20.29,18.5,0,439,0.002715832,No
2250,20.29,18.56666667,0,436.6666667,0.002725661,No
2251,20.29,18.5,0,439,0.002715832,No
2252,20.29,18.5,0,436,0.002715832,No
2253,20.29,18.5,0,435,0.002715832,No
2254,20.29,18.55,0,439,0.002723204,No
2255,20.29,18.5,0,433,0.002715832,No
2256,20.29,18.5,0,435,0.002715832,No
2257,20.29,18.5,0,436,0.002715832,No
2258,20.245,18.5,0,438,0.002708254,No
2259,20.245,18.55,0,439,0.002715606,No
2260,20.2,18.5,0,436.5,0.002700696,No
2261,20.2,18.5,0,432.6666667,0.002700696,No
2262,20.2,18.5,0,427.5,0.002700696,No
2263,20.2,18.5,0,427,0.002700696,No
2264,20.245,18.55,0,432,0.002715606,No
2265,20.245,18.55,0,438,0.002715606,No
2266,20.2,18.5,0,436,0.002700696,No
2267,20.2,18.5,0,434,0.002700696,No
2268,20.2,18.6,0,435,0.002715358,No
2269,20.2,18.6,0,435,0.002715358,No
2270,20.2,18.6,260.3333333,434,0.002715358,No
2271,20.2,18.6,401.3333333,439,0.002715358,Yes
2272,20.175,18.6,433,437.5,0.002711144,No
2273,20.175,18.675,422.5,440.75,0.002722124,No
2274,20.2,18.7,419,442,0.002730021,No
2275,20.175,18.7,419,448.5,0.002725784,No
2276,20.1,18.745,419,451,0.002719666,No
2277,20.15,18.7,419,457.25,0.002721553,Yes
2278,20.13333333,18.7,409,458.6666667,0.002718736,No
2279,20.175,18.7225,411,456,0.002729078,No
2280,20.125,18.865,411,458,0.00274141,Yes
2281,20.15,18.89,411,460,0.002749327,Yes
2282,20.2,18.89,411,459.75,0.002757882,Yes
2283,20.2,19.05,411,464,0.002781346,Yes
2284,20.2225,19.05,407.5,463.5,0.002785236,Yes
2285,20.2675,19.2175,400,470.25,0.0028177,Yes
2286,20.29,19.2225,400,483.5,0.002822377,Yes
2287,20.315,19.245,413,488.6666667,0.002830085,Yes
2288,20.39,19.22,412.2,496.25,0.002839577,Yes
2289,20.39,19.26,409,496.25,0.002845514,Yes
2290,20.4175,19.29,411,497,0.002854832,Yes
2291,20.42666667,19.16333333,413,504,0.002837614,Yes
2292,20.4725,19.0975,411,503.25,0.00283587,Yes
2293,20.525,19.315,411,509.25,0.002877666,Yes
2294,20.5,19.2425,405,515,0.002862376,Yes
2295,20.56666667,19.2,409,515.3333333,0.002867849,Yes
2296,20.625,19.4175,405,524.5,0.002910988,Yes
2297,20.65,19.4725,408.5,531,0.002923796,Yes
2298,20.7,19.5,418.3333333,530.3333333,0.002937022,Yes
2299,20.7,19.5,419,533.6666667,0.002937022,Yes
2300,20.7,19.575,419,535.75,0.002948372,Yes
2301,20.7225,19.6,419,546.25,0.00295627,Yes
2302,20.7,19.53333333,419,547,0.002942066,Yes
2303,20.79,19.4725,419,546.25,0.00294924,Yes
2304,20.79,19.5,419,551.25,0.002953425,Yes
2305,20.79,19.53333333,419,560,0.002958497,Yes
2306,20.79,19.525,419,564,0.002957229,Yes
2307,20.815,19.625,419,568.75,0.002977048,Yes
2308,20.79,19.63333333,419,572,0.002973716,Yes
2309,20.84,19.65,419,573,0.002985471,Yes
2310,20.89,19.72,419,575.25,0.003005434,Yes
2311,20.865,19.65,419,579.5,0.002990089,Yes
2312,20.89,19.6,426,583.5,0.002987058,Yes
2313,20.89,19.63333333,423.6666667,585.3333333,0.002992162,Yes
2314,20.89,19.7,426,587.5,0.003002371,Yes
2315,20.89,19.65,422.5,591.5,0.002994714,Yes
2316,20.89,19.7,426,594,0.003002371,Yes
2317,20.89,19.625,419,597.5,0.002990886,Yes
2318,20.89,19.63333333,428.3333333,595.3333333,0.002992162,Yes
2319,20.865,19.675,429.5,590.75,0.002993912,Yes
2320,20.865,19.7425,429.5,589.75,0.003004233,Yes
2321,20.82333333,19.66666667,433,591,0.002984937,Yes
2322,20.84,19.695,433,589.5,0.002992341,Yes
2323,20.89,19.7225,433,595.75,0.003005817,Yes
2324,20.865,19.7225,433,596.75,0.003001175,Yes
2325,20.85666667,19.76,433,598.6666667,0.00300536,Yes
2326,20.865,19.7675,433,605.5,0.003008055,Yes
2327,20.84,19.745,433,609,0.002999974,Yes
2328,20.84,19.745,433,614,0.002999974,Yes
2329,20.84,19.745,433,614.75,0.002999974,Yes
2330,20.89,19.79,433,621,0.003016154,Yes
2331,20.865,19.7675,433,620.25,0.003008055,Yes
2332,20.865,19.7675,433,617.5,0.003008055,Yes
2333,20.865,19.7675,433,621.25,0.003008055,Yes
2334,20.89,19.79,433,616.6666667,0.003016154,Yes
2335,20.865,19.7675,433,620,0.003008055,Yes
2336,20.85666667,19.76,433,628.3333333,0.00300536,Yes
2337,20.84,19.7675,433,635.25,0.003003409,Yes
2338,20.865,19.7675,433,636.5,0.003008055,Yes
2339,20.89,19.79,433,635.5,0.003016154,Yes
2340,20.89,19.79,433,635.75,0.003016154,Yes
2341,20.865,19.7675,433,637.5,0.003008055,Yes
2342,20.84,19.745,433,629.75,0.002999974,Yes
2343,20.865,19.7675,433,637.25,0.003008055,Yes
2344,20.89,19.79,433,647.3333333,0.003016154,Yes
2345,20.865,19.7675,433,646,0.003008055,Yes
2346,20.82333333,19.73,433,642.6666667,0.002994596,Yes
2347,20.85666667,19.79333333,433,648,0.003010454,Yes
2348,20.89,19.79,433,655,0.003016154,Yes
2349,20.9175,19.79,433,650.5,0.003021285,Yes
2350,20.92666667,19.79,433,643.6666667,0.003022998,Yes
2351,20.9175,19.79,433,642,0.003021285,Yes
2352,20.96333333,19.79,433,639.3333333,0.003029855,Yes
2353,20.89,19.79,436.5,648,0.003016154,Yes
2354,20.89,19.815,426,649,0.003019983,Yes
2355,20.89,19.79,433,654,0.003016154,Yes
2356,20.89,19.92666667,433,660,0.003037085,Yes
2357,20.89,20.13333333,442.3333333,677.3333333,0.003068739,Yes
2358,20.89,20.354,435.8,698.2,0.003102541,Yes
2359,20.89,20.4725,447,709.25,0.003120694,Yes
2360,20.92666667,20.39,442.3333333,712,0.003115109,Yes
2361,20.945,20.5,443.5,710,0.00313555,Yes
2362,20.945,20.445,447,708,0.003127095,Yes
2363,20.945,20.55,447,707.5,0.003143236,Yes
2364,20.945,20.6975,447,725.75,0.003165912,Yes
2365,20.9725,20.7675,438,733.25,0.003182078,Yes
2366,21,20.79,441,735.3333333,0.00319096,Yes
2367,21,20.815,438,740.75,0.003194817,Yes
2368,21,20.865,438,744.25,0.003202531,Yes
2369,21,20.79,438,757,0.00319096,Yes
2370,21,20.79,440,759,0.00319096,Yes
2371,21,20.815,437.25,752.25,0.003194817,Yes
2372,21,20.865,438,754.5,0.003202531,Yes
2373,21.025,20.945,440.25,758.5,0.003219843,Yes
2374,21.05,21,436.5,764,0.003233331,Yes
2375,21.05,21.05,441,765.25,0.003241069,Yes
2376,21.1,21.15,436.5,769.75,0.003266618,Yes
2377,21.1,21.245,444,780.25,0.003281368,Yes
2378,21.1,21.29,444,786,0.003288355,Yes
2379,21.1,21.2225,444,783.25,0.003277875,Yes
2380,21.1,21.2675,444,787,0.003284862,Yes
2381,21.1,21.2,444,787.6666667,0.003274381,Yes
2382,21.1,21.2,448,786.75,0.003274381,Yes
2383,21.1,21.2,444,782.5,0.003274381,Yes
2384,21.1,21.1,454.75,779.75,0.003258855,Yes
2385,21.1,21.05,454.75,777.5,0.003251092,Yes
2386,21.1,21.1,460,779.3333333,0.003258855,Yes
2387,21.175,21.075,449.5,782.75,0.003270077,Yes
2388,21.15,21.05,449.5,787.5,0.003261142,Yes
2389,21.2,21.075,454.75,777,0.003275125,Yes
2390,21.2,21.06666667,449.3333333,789.6666667,0.003273823,Yes
2391,21.175,21.075,460,805.25,0.003270077,Yes
2392,21.2,20.9975,456,801.25,0.003263018,Yes
2393,21.2,21,460,796,0.003263409,Yes
2394,21.2225,21.025,449.5,793.25,0.003271853,Yes
2395,21.29,20.96333333,453,788.3333333,0.003275814,Yes
2396,21.2675,21,460,794.5,0.003277024,Yes
2397,21.29,21,460,797.5,0.003281574,Yes
2398,21.32333333,21.03333333,460,810,0.003293571,Yes
2399,21.29,21,450.75,812.5,0.003281574,Yes
2400,21.29,21.03333333,454.6666667,813.6666667,0.00328681,Yes
2401,21.315,20.9725,444,809.25,0.003282309,Yes
2402,21.29,21,444,812.3333333,0.003281574,Yes
2403,21.29,21.03333333,454.6666667,807.6666667,0.00328681,Yes
2404,21.315,21,460,810.5,0.003286635,Yes
2405,21.34,21,452,811.5,0.003291704,Yes
2406,21.325,20.978,456,808,0.003285198,Yes
2407,21.31,20.956,460,804.5,0.003278702,Yes
2408,21.32333333,20.86,460,797.3333333,0.003266287,Yes
2409,21.35666667,20.92666667,460,796.3333333,0.003283519,Yes
2410,21.39,20.865,449.5,798.5,0.003280523,Yes
2411,21.39,20.79,460,796,0.003268669,Yes
2412,21.34,20.995,449.5,801.25,0.003290916,Yes
2413,21.34,21.1,449.5,811,0.003307462,Yes
2414,21.29,21.245,460,821.5,0.003320063,Yes
2415,21.34,21.2675,455.5,830.25,0.003333858,Yes
2416,21.29,21.29,457,835,0.003327133,Yes
2417,21.34,21.2,449.5,831,0.003323221,Yes
2418,21.315,21.29,454.75,834.75,0.003332265,Yes
2419,21.29,21.29,460,837,0.003327133,Yes
2420,21.315,21.29,460,841,0.003332265,Yes
2421,21.315,21.2675,460,844.5,0.003328725,Yes
2422,21.39,21.34,460,847,0.003355608,Yes
2423,21.39,21.2675,454.75,842.5,0.003344147,Yes
2424,21.39,21.2,453,841,0.003333476,Yes
2425,21.39,21.2475,449.5,839.5,0.003340985,Yes
2426,21.365,21.3175,454.75,844.5,0.003346891,Yes
2427,21.39,21.2,457,847,0.003333476,Yes
2428,21.39,21.2675,454,847.75,0.003344147,Yes
2429,21.32333333,21.23,464,843.3333333,0.003324531,Yes
2430,21.365,21.315,461.5,847.25,0.003346497,Yes
2431,21.39,21.34,449.5,848.5,0.003355608,Yes
2432,21.34,21.445,449.5,848.5,0.003361833,Yes
2433,21.39,21.39,454,854.25,0.003363513,Yes
2434,21.34,21.1475,455.5,848.25,0.003314947,Yes
2435,21.35666667,21.2,468,844.3333333,0.003326636,Yes
2436,21.29,21.2,454,836.5,0.003312993,Yes
2437,21.32333333,21.2,454,838,0.003319808,Yes
2438,21.315,21.125,469,841.5,0.003306302,Yes
2439,21.34,21,469,832,0.003291704,Yes
2440,21.315,20.865,469,825,0.003265396,Yes
2441,21.315,20.9175,465.25,824,0.003273655,Yes
2442,21.29,21.175,475.25,826.75,0.003309066,Yes
2443,21.29,21.1,464,824,0.003297283,Yes
2444,21.29,21.2,459,827.5,0.003312993,Yes
2445,21.29,21.236,468.2,843.5,0.003318649,Yes
2446,21.365,21.17,474,845.6,0.00332361,Yes
2447,21.39,20.79,492.3333333,837.3333333,0.003268669,Yes
2448,21.32333333,21.06666667,474,825.6666667,0.003298818,Yes
2449,21.39,20.97,480.25,831.75,0.003297119,Yes
2450,21.4725,21.0475,504,832.25,0.003326228,Yes
2451,21.5,21.1,539.5,843,0.00334022,Yes
2452,21.5,20.725,509,839,0.003280543,Yes
2453,21.5,20.84,528.5,832.5,0.003298842,Yes
2454,21.6,21.0225,499,840,0.003348428,Yes
2455,21.65,20.9175,497.75,850,0.003341874,Yes
2456,21.675,21.1,500.25,853.75,0.003376376,Yes
2457,21.7,21,489,852,0.003365456,Yes
2458,21.7,20.9725,490.25,856.25,0.003361025,Yes
2459,21.7,20.945,494,854.5,0.003356594,Yes
2460,21.7,20.89,485.6666667,854,0.003347732,Yes
2461,21.7,20.815,481.5,850.75,0.003335649,Yes
2462,21.7,20.8925,484,844.5,0.003348135,Yes
2463,21.7,21.075,482.75,850.75,0.00337754,Yes
2464,21.73,20.89,477.3333333,861,0.003353911,Yes
2465,21.73,20.93,477.3333333,865,0.003360367,Yes
2466,21.7675,20.795,485.25,860.75,0.003346278,Yes
2467,21.754,20.896,485.25,853.25,0.00335983,Yes
2468,21.73,20.7,482.75,849.75,0.003323243,Yes
2469,21.79,20.945,464,844.5,0.003375208,Yes
2470,21.7225,20.87,479,846.75,0.003349138,Yes
2471,21.745,20.7225,476.75,852.5,0.003329942,Yes
2472,21.7,20.79,476,851,0.003331621,Yes
2473,21.7,20.7675,480,854.75,0.003327996,Yes
2474,21.73,20.73,479,852.6666667,0.003328085,Yes
2475,21.7225,20.7,479,848.25,0.003321712,Yes
2476,21.7225,20.7,485.25,848,0.003321712,Yes
2477,21.7,20.6,489,846,0.003301012,Yes
2478,21.7,20.745,489,844.5,0.003324371,Yes
2479,21.7675,20.7925,471.5,846.75,0.003345873,Yes
2480,21.76,20.73,471,849,0.003334225,Yes
2481,21.79,20.55,487.75,837,0.003311217,Yes
2482,21.79,20.5,467.6666667,830.3333333,0.003303117,Yes
2483,21.79,20.65,469.25,829.5,0.003327416,Yes
2484,21.73,20.56666667,462.3333333,830.6666667,0.003301723,Yes
2485,21.79,20.6,462.75,834.25,0.003319316,Yes
2486,21.79,20.6225,462.75,833.5,0.003322961,Yes
2487,21.79,20.5,472.3333333,827.6666667,0.003303117,Yes
2488,21.79,20.678,485,821.25,0.003331952,Yes
2489,21.745,20.5,479,822.3333333,0.003293999,Yes
2490,21.745,20.6,471.5,821.75,0.003310153,Yes
2491,21.7,20.66666667,464,826,0.003311751,Yes
2492,21.7225,20.65,475.25,829.5,0.003313645,Yes
2493,21.7,20.6,479,832,0.003301012,Yes
2494,21.7,20.6,464,823,0.003301012,Yes
2495,21.7,20.6,469,824,0.003301012,Yes
2496,21.7,20.6,467.75,825.25,0.003301012,Yes
2497,21.7,20.625,481.5,830.75,0.003305039,Yes
2498,21.7,20.5,479,831,0.003284903,Yes
2499,21.7225,20.6,479,826,0.003305579,Yes
2500,21.76,20.53333333,490.6666667,818.3333333,0.003302425,Yes
2501,21.7225,20.525,502.75,815.75,0.003293481,Yes
2502,21.7225,20.5,490.25,816,0.003289448,No
2503,21.7,20.5,479,813.25,0.003284903,No
2504,21.7,20.39,474,806,0.003267184,No
2505,21.7,20.525,492.75,804.5,0.00328893,No
2506,21.7,20.46,507,801,0.003278459,Yes
2507,21.7,20.575,484,796,0.003296984,Yes
2508,21.7,20.4425,467.75,801,0.00327564,Yes
2509,21.7,20.39,464,803,0.003267184,Yes
2510,21.7,20.39,469,795.6666667,0.003267184,Yes
2511,21.7,20.4175,464,794,0.003271613,Yes
2512,21.7,20.5,471,787,0.003284903,Yes
2513,21.7,20.39,462.75,787,0.003267184,Yes
2514,21.7,20.39,481.5,788,0.003267184,Yes
2515,21.7,20.39,479,786.5,0.003267184,Yes
2516,21.7,20.39,469.25,788.25,0.003267184,Yes
2517,21.7,20.39,469,788.3333333,0.003267184,Yes
2518,21.7,20.39,469,781,0.003267184,Yes
2519,21.65,20.365,457.75,788.75,0.003253143,Yes
2520,21.63333333,20.32333333,460.6666667,790.6666667,0.003243127,Yes
2521,21.65,20.34,465.5,789.5,0.003249129,Yes
2522,21.7,20.39,474.3333333,794.3333333,0.003267184,Yes
2523,21.675,20.4175,477.75,792.5,0.00326659,Yes
2524,21.65,20.2475,487.75,789.5,0.003234276,Yes
2525,21.7,20.53333333,492.3333333,785.5,0.003290272,Yes
2526,21.7,20.4725,490.25,792.6,0.003280473,Yes
2527,21.7,20.42666667,484,800,0.00327309,Yes
2528,21.7,20.46333333,480.6666667,795,0.003278996,Yes
2529,21.7,20.32,491.5,795.75,0.003255909,Yes
2530,21.675,20.4175,501.5,802,0.00326659,Yes
2531,21.7,20.39,494,803,0.003267184,Yes
2532,21.7,20.39,494,796.25,0.003267184,Yes
2533,21.7,20.39,479,806.6666667,0.003267184,Yes
2534,21.7,20.39333333,506,805.6666667,0.003267721,Yes
2535,21.7,20.29,514,803,0.003251077,Yes
2536,21.7,20.4175,513.75,800.25,0.003271613,Yes
2537,21.7,20.39,514,793,0.003267184,Yes
2538,21.7,20.39,494,791,0.003267184,Yes
2539,21.7,20.5,514,800.5,0.003284903,Yes
2540,21.7,20.42666667,507.3333333,808,0.00327309,Yes
2541,21.7,20.39,567.5,805.5,0.003267184,Yes
2542,21.7,20.39,512.75,804,0.003267184,Yes
2543,21.7,20.34,528.5,798.5,0.00325913,Yes
